tipo,ubicacion,tamano,rendimiento,fertilizante
Raf,El Ejido,7453,2.741561186723357,abono líquido
Corazón de buey,Almería,2303,2.996693499617987,abono granulado
Raf,Níjar,4684,1.5174389292104071,abono foliar
Cherry,Almería,8208,4.99641667594721,abono líquido
Cherry,Níjar,3416,3.552953990871706,abono granulado
Pera,El Ejido,3485,1.1349450446895992,abono orgánico
Corazón de buey,Roquetas de Mar,7307,2.08870370352073,abono granulado
Pera,Níjar,9373,1.0047176755536387,abono líquido
Raf,Adra,1184,3.398222971984162,NPK
Raf,Níjar,4370,4.237967758297449,abono granulado
Kumato,El Ejido,3923,4.663197444428924,NPK
Cherry,Almería,6784,2.9903682163779726,abono granulado
Kumato,Adra,2570,4.638746603911207,abono líquido
Pera,Almería,5292,2.9692911194548013,abono líquido
Pera,Níjar,6726,1.4654198074299485,abono foliar
Cherry,Níjar,1642,1.7840533063069706,NPK
Raf,Roquetas de Mar,5380,2.0372125740812193,NPK
Cherry,Roquetas de Mar,4607,4.724781857922451,abono orgánico
Pera,Roquetas de Mar,8925,1.6107361888028269,abono granulado
Cherry,El Ejido,5684,3.8344360087240155,abono granulado
Kumato,Adra,5732,1.42701504763895,NPK
Raf,Roquetas de Mar,8909,3.86028714549665,abono foliar
Pera,El Ejido,3564,3.528073514443922,NPK
Kumato,Adra,3348,4.811004187031834,abono foliar
Kumato,Adra,8345,4.697293130780116,abono líquido
Cherry,Almería,5181,1.403082702021289,abono orgánico
Cherry,Almería,6412,2.290211244813599,abono orgánico
Raf,Almería,5054,3.7720899561957726,abono granulado
Pera,Almería,8338,2.9264128157898797,abono foliar
Corazón de buey,El Ejido,7707,2.3046106669646544,abono foliar
Raf,Roquetas de Mar,3568,3.477128682821205,abono líquido
Raf,Adra,2034,4.650563272223026,abono foliar
Raf,Roquetas de Mar,5202,1.8575411381563454,abono foliar
Raf,El Ejido,9828,2.9350507361382006,abono orgánico
Corazón de buey,Roquetas de Mar,5117,4.5071090552502024,abono orgánico
Corazón de buey,Níjar,5631,3.662341757991471,abono granulado
Pera,Adra,4536,1.2682702200230644,abono foliar
Pera,Almería,5922,4.768839525497034,abono orgánico
Corazón de buey,Adra,8611,1.3317030738127138,abono líquido
Pera,Níjar,3573,4.02176639718288,abono foliar
Raf,Adra,5417,2.882459542311154,abono líquido
Kumato,El Ejido,5045,1.2546924120927088,NPK
Cherry,Almería,7298,2.265162901492316,NPK
Pera,Almería,6348,3.955730554764402,abono líquido
Raf,Adra,9871,2.8441366795267125,abono foliar
Cherry,Adra,6994,3.9770836902995836,abono líquido
Pera,Níjar,8345,1.0689263294542513,abono foliar
Pera,Adra,3858,2.2720868225513833,abono orgánico
Pera,Roquetas de Mar,1030,4.776768245503883,abono orgánico
Raf,Níjar,1771,3.7071300009517367,abono líquido
Kumato,Níjar,1963,1.6946972186766094,abono líquido
Cherry,El Ejido,8167,1.3611435201873245,abono foliar
Raf,Roquetas de Mar,2655,1.514973270131346,NPK
Pera,El Ejido,2612,2.9068221252539055,abono foliar
Pera,Almería,2292,4.640754609769347,abono granulado
Corazón de buey,Níjar,3988,4.088948470882583,abono granulado
Cherry,Roquetas de Mar,4090,3.7138844277652843,abono orgánico
Raf,Adra,5064,1.140258612873577,abono granulado
Kumato,Almería,6215,4.610395058888994,abono foliar
Kumato,Níjar,5711,1.4199459541769728,abono orgánico
Corazón de buey,Roquetas de Mar,9082,2.825829022561961,abono granulado
Cherry,El Ejido,1632,2.925621354861172,NPK
Cherry,Almería,3646,1.56584012260545,abono foliar
Pera,Roquetas de Mar,7291,2.4424472029837325,abono granulado
Corazón de buey,Almería,5336,2.463764636742044,abono líquido
Cherry,Adra,8364,4.015903938947536,NPK
Pera,Roquetas de Mar,7462,4.3938543838593365,abono granulado
Pera,Adra,5579,1.6751811011463764,abono foliar
Raf,El Ejido,5076,4.283997767055743,abono orgánico
Pera,Roquetas de Mar,3907,1.2440279535270222,abono líquido
Corazón de buey,Adra,1766,3.3160986401045944,abono granulado
Corazón de buey,Níjar,5269,2.470511116696469,abono granulado
Kumato,El Ejido,4310,2.4761223138641903,abono orgánico
Kumato,Almería,1459,3.646254899104139,abono granulado
Kumato,Almería,4469,3.1569536641032268,NPK
Raf,Almería,7016,1.5151594040816323,abono orgánico
Pera,El Ejido,1660,1.4600472159089013,abono granulado
Pera,Roquetas de Mar,7841,3.7214904460939,abono granulado
Corazón de buey,Níjar,7901,4.82388231935168,abono orgánico
Kumato,Níjar,7389,3.051653589213387,NPK
Kumato,El Ejido,1942,2.3264307519366283,abono granulado
Cherry,Adra,2678,1.5034038263642904,abono líquido
Corazón de buey,Níjar,8353,2.2581706919531386,NPK
Pera,Roquetas de Mar,5612,4.437867691687795,abono líquido
Corazón de buey,El Ejido,9228,1.788958013563311,abono líquido
Kumato,Roquetas de Mar,6122,3.314978254297022,abono foliar
Corazón de buey,Níjar,3991,3.42718513816608,abono foliar
Cherry,Almería,2585,3.668207749985855,NPK
Corazón de buey,Roquetas de Mar,8902,3.230756257435521,abono foliar
Raf,Almería,7634,4.281605154979589,abono granulado
Kumato,El Ejido,4886,4.130111397043224,abono líquido
Cherry,Roquetas de Mar,4979,4.766313402495898,abono líquido
Pera,Roquetas de Mar,6279,1.1932466925121097,abono orgánico
Pera,Almería,8428,4.434963720923953,abono orgánico
Kumato,Adra,9664,1.152806072485383,abono líquido
Kumato,Níjar,4843,2.3324806200291723,abono foliar
Kumato,Adra,9683,4.539776013584786,abono foliar
Cherry,Níjar,6706,3.025995410030596,abono líquido
Raf,Roquetas de Mar,2034,4.134849975079728,abono granulado
Cherry,El Ejido,8273,3.3391359034378794,abono foliar
Kumato,Almería,6277,4.2117564957792455,abono foliar
Raf,Roquetas de Mar,7144,4.401124563997756,NPK
Pera,Níjar,2403,3.051070702066057,abono foliar
Corazón de buey,Níjar,8942,3.053640418426331,abono granulado
Raf,Adra,6815,1.1261883596731823,abono orgánico
Corazón de buey,Almería,7536,4.085079114007112,abono líquido
Cherry,Almería,6945,2.2796011164291476,abono granulado
Kumato,Adra,9066,4.338411788854499,abono granulado
Kumato,Adra,8428,2.580054621792509,abono foliar
Raf,El Ejido,4365,3.25016880397446,NPK
Kumato,El Ejido,4244,3.1311205916553795,abono líquido
Pera,Adra,5526,1.339584515953867,abono granulado
Pera,El Ejido,5911,2.2193950931149007,abono líquido
Raf,Níjar,2937,4.286252400750131,abono granulado
Corazón de buey,Adra,2175,3.5142164044622826,abono líquido
Kumato,Níjar,4656,4.246154611523809,abono orgánico
Kumato,Níjar,1886,1.131307420769021,abono foliar
Kumato,Adra,1487,4.006708668663335,abono granulado
Cherry,El Ejido,4418,2.55307195705358,abono foliar
Raf,Roquetas de Mar,1320,4.836316388968878,abono orgánico
Corazón de buey,El Ejido,6563,2.544372176465714,abono granulado
Kumato,Almería,2339,2.0368182594875694,abono granulado
Raf,Adra,1808,2.5057441785076398,abono orgánico
Cherry,Roquetas de Mar,3706,1.2225280921226407,abono foliar
Cherry,El Ejido,4862,4.154826824275499,NPK
Cherry,Adra,3295,2.7537340696409816,abono líquido
Raf,Almería,8533,1.8649271330739365,abono líquido
Raf,Adra,7823,2.7323255026562783,abono líquido
Pera,Roquetas de Mar,9965,1.1150907821036218,abono orgánico
Corazón de buey,Almería,2698,4.850409888037431,abono orgánico
Corazón de buey,Almería,3998,2.8699595125266906,NPK
Cherry,Almería,9075,1.2078891802447922,abono foliar
Corazón de buey,Almería,8667,1.1117076180588055,abono orgánico
Pera,Almería,3195,1.230836035105852,abono orgánico
Cherry,El Ejido,1626,1.862846668554043,abono orgánico
Corazón de buey,Roquetas de Mar,9770,4.314370542305115,NPK
Corazón de buey,Níjar,5812,1.3732956766621762,NPK
Pera,El Ejido,8804,4.897394532158803,NPK
Corazón de buey,Almería,3978,1.631771922974795,abono granulado
Raf,Roquetas de Mar,3191,4.736996985095635,abono foliar
Raf,El Ejido,2958,1.349919505878042,NPK
Corazón de buey,Roquetas de Mar,1414,3.944901576690169,abono líquido
Corazón de buey,Níjar,7466,1.1079360123697217,abono foliar
Cherry,Adra,5127,4.206526002596865,abono granulado
Pera,Almería,6871,1.6922041314749205,abono granulado
Pera,Roquetas de Mar,7946,3.984300187342826,abono foliar
Cherry,El Ejido,3085,2.2933780199682356,abono orgánico
Corazón de buey,El Ejido,6200,3.0056427718072505,abono foliar
Cherry,Níjar,6706,3.8519587814826384,abono foliar
Raf,Roquetas de Mar,9375,4.846422733137944,abono orgánico
Cherry,Roquetas de Mar,9408,1.1432217785638472,abono orgánico
Corazón de buey,El Ejido,8074,1.9924920714467484,abono orgánico
Kumato,El Ejido,3423,1.5374929952665415,abono orgánico
Cherry,Roquetas de Mar,9030,4.017283864998539,abono granulado
Raf,Roquetas de Mar,6916,2.2818348412182337,abono orgánico
Pera,Roquetas de Mar,9508,1.6942279442127122,abono foliar
Corazón de buey,Níjar,5498,4.6948141205242075,abono líquido
Corazón de buey,Níjar,1217,1.6933017375503572,NPK
Corazón de buey,El Ejido,6708,1.5047236333321936,abono foliar
Raf,Almería,7691,2.679056342384352,abono líquido
Pera,Adra,4576,3.1348271871919855,abono líquido
Corazón de buey,Almería,8938,4.212422244656739,abono orgánico
Kumato,El Ejido,2643,4.872422780144998,abono orgánico
Pera,Roquetas de Mar,4138,2.966092611359042,abono foliar
Pera,Almería,1482,1.5880924138093486,abono foliar
Pera,Roquetas de Mar,8897,2.3251639504272803,abono líquido
Kumato,Níjar,3230,1.0518500758492717,abono foliar
Corazón de buey,Níjar,3255,4.90313200527463,abono granulado
Pera,Almería,4803,3.901509324621681,abono líquido
Kumato,Adra,2215,2.8050122070604533,NPK
Corazón de buey,Roquetas de Mar,4615,2.679775319822633,abono líquido
Kumato,Níjar,3530,1.0843093087776818,abono granulado
Kumato,Níjar,4181,4.882353000073124,abono granulado
Kumato,Almería,7291,3.2353982913787966,abono líquido
Raf,Roquetas de Mar,5374,4.324759446175257,abono líquido
Cherry,El Ejido,5620,3.7851455099566302,abono granulado
Kumato,Níjar,8915,1.847223125722862,abono líquido
Raf,Roquetas de Mar,7107,4.59908779645851,abono foliar
Raf,Almería,4676,3.7125361200026434,abono foliar
Raf,El Ejido,4858,2.5940256950747345,abono líquido
Cherry,Níjar,7228,1.8851382991070635,NPK
Cherry,Adra,6249,1.1446988790591628,abono orgánico
Raf,Adra,9120,1.2060780666216115,abono orgánico
Corazón de buey,Almería,9144,1.222156796101142,abono líquido
Cherry,Adra,8725,1.5323670904211402,abono foliar
Kumato,Adra,1926,1.3203994394083778,abono orgánico
Raf,Roquetas de Mar,3702,3.48664978617034,abono orgánico
Kumato,Níjar,2034,3.393012724852455,abono foliar
Corazón de buey,Almería,2142,2.1262179027831887,abono líquido
Cherry,Roquetas de Mar,2640,3.5910681938783036,abono líquido
Pera,Adra,4836,4.963861258360058,NPK
Cherry,Níjar,2807,2.6561414025448467,abono granulado
Cherry,El Ejido,4149,4.997886927899902,abono líquido
Pera,Adra,1528,3.734914758782227,abono orgánico
Pera,El Ejido,3367,2.7693237638555566,abono orgánico
Raf,Adra,3791,2.508344432800304,NPK
Raf,Almería,1329,1.737411462822012,abono orgánico
Kumato,Almería,1156,2.25639366159047,abono líquido
Pera,Adra,8653,3.5908820553405336,abono orgánico
Cherry,El Ejido,2664,2.8696324909084017,abono foliar
Pera,Almería,5198,3.906496635515683,abono foliar
Cherry,Adra,1379,4.3169936059411675,NPK
Corazón de buey,Adra,1932,2.092647142789824,abono granulado
Corazón de buey,Almería,2633,1.88969864204809,abono foliar
Cherry,Roquetas de Mar,7795,2.7553960093756285,abono foliar
Corazón de buey,Almería,3502,4.99619935351569,abono orgánico
Corazón de buey,Almería,9686,4.557818723759515,NPK
Corazón de buey,Roquetas de Mar,4587,3.2303951667057715,NPK
Corazón de buey,Adra,8214,4.908527308442709,abono foliar
Pera,Almería,6345,4.778696644451559,abono granulado
Kumato,Roquetas de Mar,1586,3.2096267277712562,abono orgánico
Corazón de buey,Roquetas de Mar,1571,3.235797925725155,NPK
Pera,Almería,7114,3.0387319000147417,abono orgánico
Kumato,Adra,9311,1.3987909083676837,NPK
Corazón de buey,Roquetas de Mar,2617,4.578515585545633,abono orgánico
Corazón de buey,Adra,3474,4.870125460341035,abono líquido
Pera,Almería,9229,2.755302026443125,abono foliar
Cherry,Almería,8362,2.160642232619036,abono granulado
Cherry,Almería,5075,2.527753902389141,abono foliar
Cherry,Adra,8934,2.2984749893476595,NPK
Kumato,Níjar,6649,3.952480327540381,abono granulado
Corazón de buey,Adra,7712,4.550892732532833,abono granulado
Raf,Almería,9278,1.302700325342153,abono líquido
Corazón de buey,Adra,7030,4.876824927935074,abono foliar
Kumato,Roquetas de Mar,2734,2.765319607419138,NPK
Pera,El Ejido,2104,2.507686387993269,abono orgánico
Raf,El Ejido,2792,1.0806049486575797,abono granulado
Pera,Níjar,6040,2.246875351902476,abono líquido
Raf,Roquetas de Mar,6212,1.8369217471813113,abono foliar
Raf,Adra,9454,1.4366884064342558,abono líquido
Raf,El Ejido,9684,4.2435372280806405,abono foliar
Corazón de buey,Almería,8204,3.5078962056743332,abono foliar
Pera,Almería,2250,4.556342073872275,abono orgánico
Raf,El Ejido,2917,3.737054055717658,NPK
Corazón de buey,El Ejido,3669,4.2272211796184145,abono foliar
Pera,Níjar,3277,2.2951801882311815,abono granulado
Kumato,El Ejido,4433,3.7785024840517014,abono granulado
Kumato,Níjar,7715,4.803988171589253,abono orgánico
Pera,Roquetas de Mar,5262,1.1831168777023895,abono granulado
Corazón de buey,Níjar,1629,2.9972593385941093,abono orgánico
Cherry,Almería,6254,3.8369380707037153,NPK
Cherry,Roquetas de Mar,9834,4.730187085787622,abono foliar
Kumato,Adra,5821,1.7908235501656216,abono foliar
Cherry,Níjar,8166,1.4067194649396901,abono foliar
Cherry,Roquetas de Mar,6891,2.0900014686440596,NPK
Cherry,Roquetas de Mar,9857,4.54692884821436,abono granulado
Raf,El Ejido,2510,4.726355036272297,abono granulado
Pera,El Ejido,2398,1.8993332156411307,abono foliar
Kumato,Adra,9406,3.5360202843955286,abono granulado
Corazón de buey,Níjar,4140,3.979725006032763,abono orgánico
Raf,Adra,1692,4.113042380029775,abono orgánico
Corazón de buey,Roquetas de Mar,9888,1.990477207868798,abono líquido
Kumato,Adra,1340,3.287116245410438,NPK
Raf,Adra,4170,3.5476149980501246,abono líquido
Cherry,El Ejido,9994,3.7577561022281545,NPK
Kumato,Roquetas de Mar,2535,3.8932277967218982,abono líquido
Corazón de buey,Roquetas de Mar,2515,4.2051923160402644,abono orgánico
Kumato,Adra,7784,1.7464753241101385,abono líquido
Kumato,Adra,1270,3.1822817199513507,abono granulado
Pera,Adra,7089,4.198927825137261,NPK
Raf,Roquetas de Mar,8274,3.9095698168435993,abono líquido
Pera,Níjar,8391,2.795735685160852,NPK
Cherry,Roquetas de Mar,3091,3.4093377120654775,abono orgánico
Kumato,Roquetas de Mar,5796,2.009615576185784,abono granulado
Raf,Roquetas de Mar,8473,1.3101170303728393,abono granulado
Pera,Almería,9754,4.025922632984045,NPK
Cherry,Roquetas de Mar,7658,3.0786011210344313,abono granulado
Corazón de buey,Almería,1041,2.7399926405178485,abono orgánico
Kumato,Roquetas de Mar,8850,2.8180317023515014,NPK
Kumato,Níjar,3072,3.5117214553306293,abono granulado
Cherry,El Ejido,9710,2.5118524391978276,abono líquido
Kumato,El Ejido,7342,4.990913993609119,abono foliar
Raf,El Ejido,5003,4.659716438191478,abono granulado
Corazón de buey,Níjar,7988,2.6313720791406334,NPK
Cherry,El Ejido,8554,2.1825842913556284,abono líquido
Cherry,Almería,6961,3.727801481936589,abono granulado
Kumato,Níjar,9491,4.990633737404643,abono líquido
Corazón de buey,Almería,2236,4.176606877983232,NPK
Kumato,Adra,7366,4.577479533024971,NPK
Corazón de buey,Adra,5839,3.1956996414438645,abono orgánico
Raf,El Ejido,3855,4.5093518671774735,abono líquido
Pera,Roquetas de Mar,1629,4.986886248685178,abono orgánico
Corazón de buey,Roquetas de Mar,3448,1.3221775683248098,NPK
Raf,Adra,4775,1.2739647399133767,abono orgánico
Pera,Almería,9685,3.522547008151826,abono foliar
Kumato,Almería,9985,3.9378954313029375,NPK
Raf,Roquetas de Mar,9071,2.0365848038040455,abono orgánico
Pera,Almería,7961,3.9799915750951005,NPK
Raf,Níjar,4205,2.3102067313190493,abono granulado
Raf,Roquetas de Mar,7367,2.039568256026715,abono orgánico
Pera,Roquetas de Mar,9318,4.282518882997342,NPK
Pera,Almería,4797,2.0353185123529047,abono líquido
Kumato,Roquetas de Mar,2578,4.791259915820008,abono granulado
Kumato,El Ejido,8440,4.589369929694268,abono foliar
Raf,El Ejido,6755,4.4458729673880075,abono orgánico
Cherry,Níjar,1327,4.459960082136137,abono orgánico
Pera,Almería,4265,1.9633649687610055,abono granulado
Pera,Almería,2982,2.0978691443195583,abono líquido
Raf,Roquetas de Mar,1165,3.581979729990449,abono líquido
Raf,Almería,8961,1.210903223015214,NPK
Pera,El Ejido,1748,1.8209764930460355,abono orgánico
Pera,El Ejido,4646,4.7129193497848565,abono orgánico
Pera,Roquetas de Mar,4575,4.918336762449318,abono orgánico
Kumato,Níjar,5752,1.8837171499112522,abono granulado
Pera,El Ejido,5548,2.3599576276461796,abono foliar
Pera,Roquetas de Mar,3158,3.5691091744310723,abono foliar
Raf,El Ejido,7505,2.3653446313027446,abono orgánico
Pera,Adra,3505,1.195588288453758,abono orgánico
Pera,Roquetas de Mar,7277,2.1115566618939523,abono foliar
Raf,Níjar,3431,1.4803666554832535,NPK
Pera,El Ejido,8678,4.478317372698069,abono foliar
Corazón de buey,El Ejido,3939,2.375435968506778,NPK
Corazón de buey,Almería,8064,1.722066305223597,abono líquido
Cherry,Roquetas de Mar,5469,3.7071278637905114,abono foliar
Corazón de buey,El Ejido,6847,3.7218120045469054,abono orgánico
Kumato,Níjar,5371,1.366319364257079,abono líquido
Raf,Adra,9403,1.236623874105819,NPK
Pera,Roquetas de Mar,7526,4.781563188803082,NPK
Pera,Roquetas de Mar,6453,1.649100291506929,abono granulado
Corazón de buey,Roquetas de Mar,4760,2.088179412365533,abono foliar
Corazón de buey,Adra,9313,2.292082628104491,abono foliar
Pera,Níjar,2464,1.8497254813714505,abono foliar
Cherry,El Ejido,3898,2.987258530607505,abono foliar
Cherry,El Ejido,3407,3.3291862155937126,abono granulado
Corazón de buey,Roquetas de Mar,5221,4.487180803458216,NPK
Corazón de buey,El Ejido,3228,3.641173976368774,abono líquido
Pera,Adra,8209,2.6679501148079385,abono orgánico
Corazón de buey,Almería,3807,4.488434542995216,abono foliar
Cherry,Roquetas de Mar,2651,1.495020089158845,NPK
Corazón de buey,Roquetas de Mar,7740,1.4314639074591904,NPK
Corazón de buey,Níjar,3455,2.505968964121636,abono orgánico
Kumato,Níjar,9801,4.819101275262893,abono foliar
Raf,Adra,4502,4.629007305509438,abono orgánico
Pera,Roquetas de Mar,5947,1.31467304402456,abono foliar
Corazón de buey,Almería,3306,3.8469233744646227,NPK
Cherry,Adra,3076,2.958925425569907,abono líquido
Pera,Roquetas de Mar,8728,4.20536570963408,abono granulado
Kumato,Adra,1474,4.513742800003325,abono orgánico
Cherry,Roquetas de Mar,5991,4.066361942885321,abono orgánico
Corazón de buey,El Ejido,5733,1.2571548817548157,abono foliar
Kumato,Roquetas de Mar,8597,4.659429179923315,abono orgánico
Raf,Almería,8080,3.2511998331201597,abono orgánico
Cherry,Roquetas de Mar,5849,4.705153934134098,NPK
Kumato,El Ejido,9789,2.864343712483997,abono líquido
Pera,El Ejido,6776,3.4013642101950197,NPK
Kumato,Adra,7495,4.182748329071043,abono líquido
Corazón de buey,Roquetas de Mar,4398,4.933410919003151,NPK
Kumato,Roquetas de Mar,9862,3.6948090562571827,abono foliar
Kumato,Níjar,4407,3.885569975911796,abono líquido
Raf,Roquetas de Mar,1326,4.38747267030671,NPK
Cherry,Almería,9347,1.839698348317174,NPK
Cherry,Adra,6982,2.2567543493798516,abono orgánico
Cherry,El Ejido,9854,3.20423742920674,abono granulado
Raf,Roquetas de Mar,6399,4.513278608746596,abono orgánico
Raf,Roquetas de Mar,9326,3.4132057700020084,abono granulado
Raf,Adra,5618,3.080016126578856,abono foliar
Pera,Almería,9173,4.003382116120781,abono líquido
Cherry,Roquetas de Mar,2319,3.6853045701869203,abono foliar
Corazón de buey,Níjar,8300,3.2010153125924616,abono líquido
Corazón de buey,Roquetas de Mar,7405,4.146281378468254,abono líquido
Cherry,El Ejido,7651,2.0043787853305046,abono orgánico
Corazón de buey,El Ejido,7930,1.025966407363375,abono foliar
Pera,Roquetas de Mar,1369,3.0811513480851525,abono foliar
Cherry,El Ejido,9751,3.2001078472073456,abono foliar
Raf,Roquetas de Mar,2401,1.5187203722825968,NPK
Kumato,Níjar,7076,2.2397669680388304,NPK
Raf,El Ejido,3020,3.832068635107523,abono foliar
Cherry,El Ejido,8185,3.252716925605255,NPK
Kumato,El Ejido,2296,2.5524136154454844,abono líquido
Pera,Níjar,2491,1.9987492320580014,abono orgánico
Raf,El Ejido,3685,1.766845564644281,abono líquido
Kumato,Roquetas de Mar,2997,2.520807850403504,NPK
Raf,El Ejido,6648,4.542235168895253,abono foliar
Raf,El Ejido,2227,3.010986527398992,NPK
Corazón de buey,Adra,9662,4.4179532732553914,NPK
Corazón de buey,Níjar,1147,3.1362088338457452,abono líquido
Cherry,Adra,6388,4.724347572668005,abono líquido
Raf,El Ejido,5034,3.9732906445488916,abono orgánico
Cherry,Adra,5791,2.9795964324700317,abono foliar
Cherry,Almería,1386,1.8693772907506179,NPK
Raf,El Ejido,6568,1.3844960946266571,abono orgánico
Pera,El Ejido,7857,2.553009747480235,abono orgánico
Corazón de buey,Roquetas de Mar,7804,1.8152407026682464,NPK
Pera,Roquetas de Mar,7156,4.9411551821692274,abono orgánico
Pera,El Ejido,1937,3.4485209287019565,abono granulado
Raf,Níjar,5331,3.6454365814855456,abono orgánico
Kumato,Adra,6769,1.9607868371622628,abono granulado
Corazón de buey,Níjar,3227,3.90284510994839,abono foliar
Cherry,Almería,2454,3.172614196874465,abono orgánico
Cherry,Adra,3874,2.292784670402918,abono granulado
Corazón de buey,El Ejido,2977,3.3420523479251103,abono foliar
Pera,El Ejido,3475,2.6476756501804153,abono granulado
Kumato,Níjar,4381,2.652257475346569,abono granulado
Kumato,El Ejido,6607,2.430573439015532,abono foliar
Pera,Níjar,7976,1.5205306861487853,abono foliar
Raf,Almería,2963,3.101021203317108,abono orgánico
Cherry,Almería,5133,3.200144772044759,NPK
Cherry,Adra,1878,3.9320164069536068,abono líquido
Pera,Almería,8993,2.410815013648332,NPK
Cherry,Níjar,6857,4.561725926094319,abono foliar
Raf,Adra,4633,4.395386693361852,abono foliar
Cherry,El Ejido,9241,3.339138612057327,abono foliar
Pera,El Ejido,1430,4.93129766788232,NPK
Corazón de buey,El Ejido,6359,4.077774227325258,NPK
Pera,El Ejido,2357,2.488652580712093,NPK
Kumato,Níjar,3679,4.275581127204284,abono orgánico
Corazón de buey,El Ejido,8022,4.801789209527755,abono granulado
Cherry,Roquetas de Mar,8111,4.516281245101151,NPK
Cherry,Adra,1308,1.555400559991559,NPK
Cherry,Almería,5626,1.398633247999531,abono orgánico
Raf,Adra,9640,4.391605789051208,abono foliar
Pera,Almería,9409,3.502848204948051,abono orgánico
Kumato,Adra,9740,4.79911079445748,abono líquido
Raf,Roquetas de Mar,8582,1.5560297521212316,abono granulado
Pera,Níjar,4603,2.423158921888336,abono foliar
Raf,El Ejido,1995,2.3562084266457846,abono foliar
Corazón de buey,Roquetas de Mar,9485,1.9686505045591525,NPK
Cherry,Níjar,4527,4.442323855797831,NPK
Kumato,El Ejido,5645,1.23689295877455,abono orgánico
Raf,Níjar,3437,4.226527456808116,abono foliar
Kumato,Roquetas de Mar,9120,4.909177978055219,abono líquido
Raf,Adra,3297,2.8493585130476733,abono granulado
Kumato,El Ejido,4612,2.9736165622865824,abono orgánico
Corazón de buey,Roquetas de Mar,2816,2.3518157078927757,NPK
Pera,Roquetas de Mar,8043,4.907050011156337,abono granulado
Cherry,Adra,7621,2.2555195171218463,NPK
Corazón de buey,Níjar,2874,4.727700453273529,abono líquido
Corazón de buey,Almería,2414,2.4341476471523045,abono orgánico
Pera,Almería,9582,3.8692754667422196,abono foliar
Raf,Adra,3322,3.6827357099917117,NPK
Raf,Roquetas de Mar,9208,3.1961091974353386,abono líquido
Kumato,Níjar,6223,4.524757949738783,NPK
Kumato,Adra,7140,4.316956007013183,NPK
Kumato,Almería,2121,2.0507799038521624,abono orgánico
Raf,Roquetas de Mar,6605,4.993627199924655,NPK
Kumato,Roquetas de Mar,5107,3.912529740231722,abono líquido
Cherry,Almería,8993,1.0291755243290313,abono foliar
Kumato,Adra,8466,2.9063213359169966,abono líquido
Raf,El Ejido,6860,1.9957523672705175,abono foliar
Cherry,Níjar,7620,1.458410187755986,abono líquido
Corazón de buey,Adra,4373,1.5479944863059996,NPK
Raf,Adra,9299,4.9707914497627605,abono líquido
Pera,El Ejido,1442,2.898686205120769,abono líquido
Corazón de buey,Roquetas de Mar,5328,3.3462272847768455,abono foliar
Pera,Roquetas de Mar,7314,1.1738096401778648,NPK
Cherry,Níjar,8444,4.389303328394876,abono líquido
Raf,Adra,5178,1.8750737582908763,abono líquido
Kumato,Almería,1849,4.465763260096446,abono foliar
Pera,Adra,6846,4.3892886521697445,abono líquido
Cherry,Almería,9879,4.326256777894052,abono líquido
Pera,El Ejido,8515,3.0125559737150507,abono líquido
Cherry,Adra,3067,2.786702795809828,abono orgánico
Raf,Almería,7090,1.2932242502374054,NPK
Corazón de buey,Níjar,5510,2.170123253686012,NPK
Raf,Adra,6505,2.675491586189662,abono líquido
Pera,Níjar,2715,1.0996175663776673,abono orgánico
Kumato,Roquetas de Mar,1065,3.490359423012497,NPK
Corazón de buey,El Ejido,2310,2.2358083231371375,abono líquido
Kumato,Roquetas de Mar,9509,2.899381636725776,abono foliar
Pera,Níjar,8563,2.454730108006395,abono líquido
Pera,El Ejido,9980,3.6601281777787866,abono líquido
Corazón de buey,Roquetas de Mar,6047,1.5377238167187754,abono granulado
Pera,El Ejido,6499,3.973207318383698,abono granulado
Kumato,Almería,6695,1.2899462481623454,NPK
Corazón de buey,Adra,5847,1.4529899286664651,abono orgánico
Corazón de buey,El Ejido,5126,1.0000174440640675,abono granulado
Corazón de buey,Adra,2875,4.3796631571300875,abono granulado
Cherry,Adra,9547,1.617532095737265,abono granulado
Cherry,Almería,4658,1.1269641842695113,abono foliar
Kumato,Adra,7183,3.384716501203061,NPK
Corazón de buey,Adra,8464,1.2590663198626277,NPK
Corazón de buey,Níjar,8674,4.566622174929822,abono foliar
Cherry,Adra,5541,4.224024004280023,abono foliar
Raf,Roquetas de Mar,2673,4.090636573846121,abono líquido
Raf,Adra,8639,1.3579590875961944,abono líquido
Kumato,Adra,6531,1.8788537874918099,abono foliar
Cherry,Almería,9057,1.072575092693715,abono orgánico
Raf,Níjar,9333,2.976847557803203,abono orgánico
Raf,El Ejido,7893,4.032712943225792,abono granulado
Raf,Roquetas de Mar,2390,2.952959925729967,abono granulado
Raf,El Ejido,2945,4.548292208480564,abono líquido
Corazón de buey,Roquetas de Mar,6261,3.759883869582558,abono orgánico
Cherry,Adra,1403,3.814834811865383,abono foliar
Pera,El Ejido,6703,3.0589470160835526,NPK
Kumato,Almería,2243,3.1910935408257144,abono foliar
Cherry,Níjar,7591,1.3019839340482888,abono orgánico
Pera,Almería,3085,1.590889244084876,abono orgánico
Kumato,Níjar,1443,1.681538074793036,abono orgánico
Cherry,Roquetas de Mar,4703,4.753343261740408,NPK
Kumato,Roquetas de Mar,5927,4.091291525576873,NPK
Corazón de buey,El Ejido,3278,3.9917539222627307,NPK
