tipo,ubicacion,tamano,rendimiento,fertilizante
Pera,Níjar,4734,medio,abono orgánico
Kumato,El Ejido,6585,bueno,abono foliar
Cherry,El Ejido,4281,bueno,NPK
Kumato,Roquetas de Mar,6424,medio,abono granulado
Raf,El Ejido,8450,muy bueno,NPK
Raf,Roquetas de Mar,3738,bueno,abono líquido
Pera,Almería,9624,bueno,abono orgánico
Corazón de buey,Níjar,4948,muy bueno,abono granulado
Pera,El Ejido,3277,malo,abono líquido
Kumato,Almería,6314,bueno,NPK
Cherry,El Ejido,3044,medio,NPK
Corazón de buey,Adra,6983,medio,abono líquido
Cherry,Roquetas de Mar,8947,bueno,abono granulado
Raf,El Ejido,7138,malo,abono granulado
Raf,El Ejido,1759,malo,NPK
Pera,El Ejido,8611,medio,NPK
Raf,Níjar,3302,medio,abono orgánico
Raf,Níjar,5284,muy bueno,NPK
Corazón de buey,Adra,2256,bueno,NPK
Kumato,Roquetas de Mar,2163,muy bueno,abono foliar
Raf,El Ejido,3134,muy bueno,NPK
Corazón de buey,Níjar,1945,bueno,abono orgánico
Kumato,Roquetas de Mar,8691,medio,abono foliar
Kumato,Adra,8556,muy bueno,abono orgánico
Cherry,Almería,7455,muy bueno,abono granulado
Kumato,Almería,7751,bueno,NPK
Cherry,Adra,3006,malo,abono líquido
Pera,Roquetas de Mar,8358,bueno,abono orgánico
Corazón de buey,El Ejido,6471,malo,abono foliar
Kumato,El Ejido,1318,bueno,abono orgánico
Raf,Adra,8053,malo,NPK
Pera,Adra,8721,malo,abono foliar
Raf,Roquetas de Mar,6879,muy bueno,NPK
Kumato,Adra,5966,bueno,NPK
Cherry,El Ejido,3089,muy bueno,abono líquido
Cherry,Almería,4873,muy bueno,abono líquido
Pera,Almería,2269,bueno,abono orgánico
Pera,Almería,4799,bueno,abono granulado
Kumato,El Ejido,1667,muy bueno,NPK
Kumato,El Ejido,8649,bueno,NPK
Cherry,Almería,5023,malo,abono granulado
Raf,Roquetas de Mar,9211,bueno,NPK
Kumato,Roquetas de Mar,8782,bueno,abono foliar
Pera,Adra,7259,bueno,NPK
Corazón de buey,El Ejido,4130,medio,abono líquido
Corazón de buey,El Ejido,9797,malo,abono líquido
Cherry,Roquetas de Mar,7600,muy bueno,NPK
Raf,Adra,1707,medio,abono granulado
Raf,Adra,6869,muy bueno,NPK
Kumato,Almería,7590,medio,abono foliar
Raf,Adra,8817,bueno,NPK
Pera,Roquetas de Mar,4764,bueno,NPK
Pera,El Ejido,6757,bueno,NPK
Raf,Níjar,9475,muy bueno,abono foliar
Kumato,Adra,4792,malo,abono granulado
Corazón de buey,Níjar,4316,medio,abono orgánico
Kumato,Adra,4141,bueno,NPK
Raf,Roquetas de Mar,8046,medio,NPK
Pera,El Ejido,1176,medio,abono orgánico
Corazón de buey,Níjar,3757,muy bueno,NPK
Corazón de buey,Roquetas de Mar,7925,malo,abono granulado
Cherry,Níjar,6780,medio,abono foliar
Pera,Adra,7207,bueno,NPK
Pera,El Ejido,6662,muy bueno,abono foliar
Raf,Roquetas de Mar,8601,medio,abono líquido
Pera,El Ejido,9877,malo,abono foliar
Pera,Roquetas de Mar,3509,malo,NPK
Raf,El Ejido,1288,malo,abono líquido
Pera,Roquetas de Mar,3416,muy bueno,NPK
Corazón de buey,Níjar,5676,muy bueno,abono orgánico
Cherry,Almería,1100,muy bueno,abono granulado
Raf,Níjar,3743,muy bueno,abono foliar
Pera,Almería,1071,bueno,abono granulado
Pera,El Ejido,9731,medio,abono orgánico
Cherry,Almería,3157,muy bueno,abono orgánico
Kumato,Almería,9308,muy bueno,abono granulado
Corazón de buey,El Ejido,5327,muy bueno,abono granulado
Kumato,Adra,9432,bueno,abono orgánico
Pera,Almería,1376,malo,abono orgánico
Corazón de buey,Almería,2610,malo,abono foliar
Raf,Adra,4645,malo,abono granulado
Kumato,Níjar,8603,medio,NPK
Kumato,El Ejido,2982,muy bueno,abono líquido
Kumato,Adra,5033,medio,abono orgánico
Raf,El Ejido,4453,malo,NPK
Pera,Roquetas de Mar,2428,bueno,abono granulado
Raf,Níjar,5355,muy bueno,abono granulado
Corazón de buey,Almería,9589,medio,abono granulado
Pera,El Ejido,3171,malo,abono foliar
Corazón de buey,Níjar,6630,malo,abono líquido
Kumato,El Ejido,3619,bueno,abono líquido
Cherry,Roquetas de Mar,2326,bueno,abono líquido
Raf,Adra,8435,medio,abono granulado
Kumato,Níjar,7283,bueno,abono orgánico
Raf,Níjar,5071,bueno,abono foliar
Corazón de buey,Roquetas de Mar,6205,bueno,NPK
Cherry,El Ejido,9275,muy bueno,abono orgánico
Pera,El Ejido,1950,muy bueno,abono granulado
Pera,Adra,4375,bueno,abono granulado
Pera,Adra,2184,bueno,abono orgánico
Raf,Almería,4622,malo,abono líquido
Corazón de buey,Níjar,5799,muy bueno,abono granulado
Kumato,Níjar,9837,medio,NPK
Raf,Almería,1285,malo,abono foliar
Cherry,Adra,6206,muy bueno,abono líquido
Kumato,Roquetas de Mar,6210,medio,abono líquido
Kumato,Adra,6514,medio,abono foliar
Raf,Almería,9150,muy bueno,abono granulado
Pera,Almería,6674,muy bueno,NPK
Kumato,Adra,1278,medio,abono orgánico
Raf,Níjar,5385,medio,abono orgánico
Corazón de buey,Almería,4718,bueno,abono orgánico
Cherry,Níjar,7165,muy bueno,abono orgánico
Kumato,Roquetas de Mar,5134,malo,abono foliar
Cherry,El Ejido,2190,malo,abono granulado
Cherry,Roquetas de Mar,8506,medio,abono foliar
Corazón de buey,El Ejido,5284,malo,NPK
Pera,Níjar,4486,medio,abono líquido
Corazón de buey,Almería,6469,malo,abono líquido
Corazón de buey,Níjar,1841,bueno,abono foliar
Raf,Adra,4642,muy bueno,NPK
Pera,Roquetas de Mar,3820,malo,abono líquido
Corazón de buey,Almería,7209,malo,abono orgánico
Pera,Roquetas de Mar,7618,muy bueno,abono granulado
Kumato,Roquetas de Mar,3637,muy bueno,abono líquido
Raf,Almería,3132,malo,abono foliar
Pera,Níjar,5761,malo,abono orgánico
Raf,Níjar,9230,bueno,abono granulado
Pera,Adra,6298,bueno,abono líquido
Kumato,Almería,1536,bueno,abono granulado
Cherry,Níjar,4983,bueno,abono líquido
Kumato,Almería,3659,malo,abono foliar
Corazón de buey,Almería,9458,medio,abono orgánico
Kumato,Níjar,5288,muy bueno,abono líquido
Cherry,Almería,5125,medio,abono granulado
Corazón de buey,Almería,2210,muy bueno,abono líquido
Raf,Adra,8393,malo,NPK
Cherry,Níjar,2847,medio,abono orgánico
Kumato,Roquetas de Mar,8676,muy bueno,NPK
Pera,El Ejido,4125,muy bueno,abono orgánico
Raf,Roquetas de Mar,1705,malo,abono foliar
Kumato,Almería,6508,muy bueno,abono orgánico
Kumato,Níjar,6285,muy bueno,NPK
Corazón de buey,Roquetas de Mar,1653,malo,abono líquido
Corazón de buey,El Ejido,2884,malo,abono foliar
Pera,Níjar,8792,medio,abono líquido
Kumato,Níjar,2681,medio,abono líquido
Corazón de buey,Roquetas de Mar,5466,bueno,NPK
Pera,El Ejido,5560,malo,abono foliar
Corazón de buey,Adra,8622,medio,abono granulado
Corazón de buey,Almería,9519,bueno,NPK
Cherry,El Ejido,3902,medio,abono granulado
Pera,El Ejido,8318,muy bueno,abono orgánico
Kumato,Almería,3120,muy bueno,abono orgánico
Kumato,Roquetas de Mar,6213,medio,abono granulado
Pera,Roquetas de Mar,3812,medio,NPK
Kumato,Almería,9531,bueno,abono foliar
Raf,Almería,8859,bueno,NPK
Cherry,Adra,4070,medio,abono orgánico
Corazón de buey,Adra,9819,muy bueno,abono granulado
Pera,Adra,5737,medio,abono granulado
Raf,Almería,4415,muy bueno,NPK
Cherry,El Ejido,7104,bueno,abono orgánico
Cherry,El Ejido,1747,muy bueno,abono orgánico
Raf,Roquetas de Mar,7231,bueno,abono líquido
Pera,Adra,1648,bueno,NPK
Pera,El Ejido,4901,medio,NPK
Raf,Roquetas de Mar,6562,malo,NPK
Raf,Roquetas de Mar,6019,malo,abono líquido
Corazón de buey,Níjar,9157,medio,abono orgánico
Corazón de buey,El Ejido,6352,muy bueno,abono orgánico
Pera,El Ejido,8184,bueno,NPK
Cherry,El Ejido,5071,medio,abono líquido
Raf,El Ejido,5443,malo,abono orgánico
Raf,Almería,6303,bueno,abono orgánico
Raf,Níjar,4668,medio,abono foliar
Corazón de buey,Níjar,1063,malo,abono granulado
Cherry,Roquetas de Mar,8975,bueno,NPK
Cherry,El Ejido,1942,muy bueno,abono orgánico
Kumato,Adra,1884,bueno,NPK
Corazón de buey,Adra,1463,bueno,abono granulado
Kumato,El Ejido,1414,malo,abono granulado
Corazón de buey,Adra,1792,muy bueno,abono granulado
Cherry,Almería,7438,malo,abono orgánico
Corazón de buey,Almería,8337,medio,abono foliar
Kumato,Almería,3746,medio,NPK
Cherry,Almería,9810,medio,abono granulado
Raf,Adra,5218,medio,abono foliar
Corazón de buey,El Ejido,2900,muy bueno,NPK
Raf,El Ejido,8881,medio,abono líquido
Cherry,Níjar,6689,muy bueno,abono líquido
Corazón de buey,Adra,6052,medio,NPK
Raf,Níjar,8241,medio,abono líquido
Corazón de buey,Níjar,4540,muy bueno,abono líquido
Cherry,Almería,7221,bueno,NPK
Kumato,Almería,3338,medio,abono líquido
Kumato,Almería,8491,muy bueno,abono foliar
Raf,Adra,9380,muy bueno,abono granulado
Cherry,Adra,1263,malo,abono foliar
Cherry,El Ejido,8902,bueno,abono líquido
Corazón de buey,Almería,5688,muy bueno,abono líquido
Raf,Roquetas de Mar,6752,malo,abono granulado
Pera,Roquetas de Mar,9475,bueno,abono foliar
Pera,Almería,6000,bueno,abono foliar
Raf,Roquetas de Mar,2687,malo,abono granulado
Pera,Adra,1107,malo,abono foliar
Cherry,Roquetas de Mar,6569,malo,abono foliar
Kumato,Almería,3379,muy bueno,abono foliar
Pera,Almería,4209,malo,abono orgánico
Pera,Adra,8990,medio,abono líquido
Raf,El Ejido,1450,malo,abono foliar
Cherry,Almería,6830,muy bueno,abono granulado
Pera,Níjar,6751,medio,abono foliar
Pera,El Ejido,3899,medio,NPK
Cherry,El Ejido,4602,muy bueno,abono foliar
Pera,Almería,5141,bueno,abono orgánico
Kumato,El Ejido,1465,medio,abono foliar
Cherry,Roquetas de Mar,4325,muy bueno,abono líquido
Cherry,Níjar,7663,bueno,NPK
Raf,Adra,1329,malo,abono líquido
Raf,El Ejido,1722,bueno,abono granulado
Corazón de buey,Roquetas de Mar,8165,muy bueno,abono granulado
Cherry,Roquetas de Mar,6462,medio,abono granulado
Corazón de buey,Almería,2782,medio,abono granulado
Pera,Roquetas de Mar,9933,bueno,abono líquido
Pera,Adra,8045,malo,abono foliar
Pera,Adra,5715,medio,abono foliar
Corazón de buey,Níjar,1436,malo,NPK
Kumato,El Ejido,3022,medio,abono granulado
Pera,Adra,5788,bueno,abono foliar
Pera,Níjar,7618,medio,abono orgánico
Pera,Adra,5984,malo,NPK
Cherry,El Ejido,6837,muy bueno,abono granulado
Kumato,Almería,6500,medio,abono líquido
Cherry,Níjar,6229,muy bueno,abono foliar
Kumato,Adra,6753,muy bueno,abono líquido
Corazón de buey,Adra,2634,medio,abono orgánico
Kumato,Almería,9992,bueno,abono granulado
Pera,Roquetas de Mar,2292,muy bueno,NPK
Kumato,Almería,4535,muy bueno,NPK
Corazón de buey,Almería,6650,muy bueno,abono foliar
Pera,Roquetas de Mar,6059,medio,abono foliar
Corazón de buey,Roquetas de Mar,3829,muy bueno,abono orgánico
Pera,Almería,6419,muy bueno,abono líquido
Cherry,Adra,8987,medio,abono granulado
Raf,El Ejido,2062,bueno,NPK
Raf,Roquetas de Mar,6247,medio,NPK
Cherry,Níjar,3162,medio,abono líquido
Kumato,Almería,2140,muy bueno,NPK
Kumato,El Ejido,8095,muy bueno,abono líquido
Pera,Adra,5699,bueno,abono orgánico
Cherry,Almería,2727,bueno,abono orgánico
Corazón de buey,Níjar,1090,bueno,NPK
Raf,El Ejido,1810,malo,abono líquido
Kumato,Almería,4554,malo,abono granulado
Raf,Roquetas de Mar,6972,muy bueno,abono orgánico
Pera,Almería,1816,malo,abono orgánico
Cherry,Almería,2382,medio,abono foliar
Kumato,El Ejido,8842,muy bueno,NPK
Corazón de buey,Almería,3881,muy bueno,abono foliar
Kumato,Almería,2826,malo,NPK
Corazón de buey,Roquetas de Mar,6028,malo,abono granulado
Cherry,Roquetas de Mar,6868,malo,abono granulado
Cherry,Roquetas de Mar,6519,malo,abono granulado
Cherry,El Ejido,9463,medio,abono líquido
Pera,Roquetas de Mar,4464,muy bueno,abono líquido
Corazón de buey,El Ejido,2805,bueno,NPK
Raf,Adra,2268,malo,abono granulado
Raf,El Ejido,4958,medio,NPK
Kumato,El Ejido,6045,bueno,NPK
Cherry,El Ejido,4857,medio,abono granulado
Corazón de buey,Níjar,7590,bueno,abono orgánico
Cherry,Adra,1541,malo,abono orgánico
Raf,Adra,5832,medio,abono líquido
Pera,Adra,8602,bueno,abono orgánico
Cherry,El Ejido,9957,medio,NPK
Cherry,Almería,5643,medio,abono granulado
Kumato,Roquetas de Mar,8950,malo,NPK
Corazón de buey,Adra,7355,muy bueno,abono líquido
Raf,Roquetas de Mar,9398,malo,abono líquido
Pera,Níjar,1806,malo,abono granulado
Raf,Almería,9481,malo,abono líquido
Kumato,El Ejido,1146,medio,NPK
Raf,Adra,5322,bueno,abono granulado
Raf,Níjar,3113,medio,abono líquido
Cherry,Níjar,7193,muy bueno,NPK
Cherry,El Ejido,3872,bueno,abono foliar
Pera,Almería,3537,medio,abono granulado
Corazón de buey,Adra,9556,medio,abono líquido
Corazón de buey,Adra,5553,muy bueno,abono granulado
Kumato,Adra,8475,bueno,abono granulado
Kumato,Níjar,7935,muy bueno,abono foliar
Corazón de buey,Adra,1015,muy bueno,abono granulado
Cherry,Níjar,9160,muy bueno,abono líquido
Raf,Adra,1813,malo,NPK
Cherry,Níjar,2354,malo,abono orgánico
Raf,El Ejido,8578,bueno,abono granulado
Cherry,El Ejido,4265,medio,NPK
Corazón de buey,Níjar,5518,bueno,abono orgánico
Raf,Adra,6026,muy bueno,abono líquido
Cherry,Roquetas de Mar,7473,malo,abono líquido
Corazón de buey,Roquetas de Mar,1936,bueno,abono granulado
Corazón de buey,Níjar,9401,medio,abono líquido
Raf,El Ejido,4202,medio,abono orgánico
Corazón de buey,Almería,2105,medio,abono granulado
Kumato,Níjar,1297,bueno,abono líquido
Corazón de buey,El Ejido,7996,malo,abono orgánico
Pera,Adra,5264,malo,abono líquido
Kumato,Níjar,9609,malo,abono granulado
Cherry,Almería,9384,medio,abono orgánico
Kumato,Adra,7428,muy bueno,abono orgánico
Raf,El Ejido,4336,malo,abono líquido
Pera,El Ejido,8555,medio,abono granulado
Kumato,Roquetas de Mar,4313,muy bueno,abono líquido
Pera,El Ejido,4882,malo,abono granulado
Pera,El Ejido,6254,medio,abono líquido
Corazón de buey,Almería,9477,muy bueno,abono foliar
Corazón de buey,Níjar,7429,malo,abono orgánico
Kumato,Almería,1673,malo,abono orgánico
Corazón de buey,Níjar,8431,muy bueno,abono orgánico
Cherry,Níjar,9370,muy bueno,NPK
Pera,Almería,4308,malo,abono orgánico
Cherry,El Ejido,8166,muy bueno,NPK
Cherry,El Ejido,6280,bueno,NPK
Corazón de buey,Níjar,3146,malo,abono foliar
Pera,El Ejido,9402,muy bueno,abono granulado
Pera,Almería,8535,muy bueno,abono granulado
Raf,Roquetas de Mar,6372,muy bueno,NPK
Cherry,Adra,6990,malo,abono foliar
Cherry,Roquetas de Mar,6028,malo,NPK
Raf,Adra,7825,malo,abono líquido
Cherry,Roquetas de Mar,1241,malo,abono granulado
Corazón de buey,Níjar,6618,muy bueno,abono orgánico
Kumato,El Ejido,9379,muy bueno,abono granulado
Corazón de buey,El Ejido,7025,medio,abono líquido
Raf,Roquetas de Mar,6129,muy bueno,NPK
Cherry,Almería,8661,muy bueno,abono líquido
Pera,Almería,2132,medio,abono líquido
Raf,Níjar,1474,malo,abono orgánico
Corazón de buey,Roquetas de Mar,7512,malo,abono líquido
Cherry,El Ejido,4954,malo,abono orgánico
Corazón de buey,Adra,6593,medio,abono granulado
Kumato,El Ejido,9528,malo,abono orgánico
Kumato,Níjar,2957,muy bueno,abono orgánico
Raf,El Ejido,5910,malo,abono granulado
Corazón de buey,Níjar,5790,muy bueno,abono orgánico
Kumato,Roquetas de Mar,9996,medio,NPK
Pera,Níjar,6171,muy bueno,abono orgánico
Pera,Almería,2616,malo,NPK
Pera,Roquetas de Mar,3327,malo,abono foliar
Cherry,El Ejido,9151,bueno,abono granulado
Kumato,Adra,8892,bueno,abono foliar
Kumato,Almería,8369,bueno,NPK
Raf,Níjar,3334,malo,NPK
Pera,Adra,3138,medio,abono foliar
Raf,Almería,1546,muy bueno,NPK
Cherry,Roquetas de Mar,6815,medio,abono orgánico
Corazón de buey,Almería,1805,muy bueno,abono líquido
Cherry,Almería,4125,malo,abono foliar
Pera,Adra,3267,bueno,abono orgánico
Cherry,Almería,8565,medio,abono foliar
Kumato,Almería,8152,bueno,NPK
Kumato,Almería,5870,medio,abono líquido
Raf,Roquetas de Mar,7463,bueno,abono granulado
Cherry,Adra,5680,medio,abono líquido
Corazón de buey,El Ejido,3302,medio,abono granulado
Cherry,Adra,5422,medio,abono foliar
Corazón de buey,Adra,1477,medio,abono orgánico
Pera,Adra,2282,bueno,NPK
Kumato,El Ejido,2691,bueno,NPK
Pera,El Ejido,8625,malo,abono granulado
Corazón de buey,Adra,9625,muy bueno,abono granulado
Corazón de buey,Roquetas de Mar,4458,muy bueno,abono líquido
Kumato,Almería,8710,bueno,abono granulado
Corazón de buey,Adra,2608,medio,NPK
Pera,Almería,6257,muy bueno,NPK
Corazón de buey,Adra,2626,medio,abono líquido
Corazón de buey,El Ejido,4557,muy bueno,abono foliar
Kumato,El Ejido,4243,medio,abono orgánico
Cherry,Roquetas de Mar,5850,muy bueno,abono foliar
Cherry,Adra,2425,malo,abono foliar
Cherry,Adra,1301,medio,abono orgánico
Corazón de buey,Níjar,6642,malo,abono líquido
Corazón de buey,Níjar,8865,medio,abono foliar
Corazón de buey,El Ejido,9343,bueno,NPK
Raf,Almería,2486,muy bueno,NPK
Corazón de buey,Roquetas de Mar,2066,muy bueno,abono líquido
Cherry,Almería,4102,muy bueno,abono orgánico
Pera,Almería,4440,medio,abono orgánico
Raf,El Ejido,4569,malo,NPK
Pera,Níjar,3897,bueno,abono granulado
Raf,Roquetas de Mar,2004,muy bueno,abono líquido
Corazón de buey,Adra,9885,bueno,abono foliar
Raf,Almería,4724,malo,NPK
Raf,Almería,3350,malo,abono líquido
Raf,Níjar,2080,bueno,abono foliar
Raf,Níjar,8633,muy bueno,abono líquido
Pera,Adra,6321,malo,NPK
Pera,Adra,9620,malo,abono líquido
Pera,Roquetas de Mar,7025,bueno,abono orgánico
Corazón de buey,Roquetas de Mar,3010,medio,abono granulado
Pera,Roquetas de Mar,8339,bueno,abono granulado
Pera,El Ejido,2778,medio,NPK
Raf,Roquetas de Mar,2163,malo,abono líquido
Pera,Adra,3518,malo,abono foliar
Corazón de buey,Roquetas de Mar,3260,muy bueno,abono granulado
Pera,El Ejido,7473,bueno,NPK
Kumato,Almería,2017,medio,abono foliar
Corazón de buey,Almería,8028,bueno,abono líquido
Cherry,Adra,8259,muy bueno,abono líquido
Corazón de buey,Níjar,1824,malo,abono orgánico
Raf,Roquetas de Mar,3188,malo,abono foliar
Pera,Adra,3578,muy bueno,abono foliar
Raf,Níjar,9980,malo,abono líquido
Pera,Níjar,8589,muy bueno,abono líquido
Kumato,Adra,6908,medio,abono granulado
Cherry,Níjar,8406,bueno,NPK
Kumato,Adra,2224,malo,NPK
Corazón de buey,Níjar,9216,muy bueno,abono orgánico
Cherry,Almería,1329,malo,abono líquido
Kumato,El Ejido,7470,muy bueno,abono líquido
Cherry,Almería,6342,bueno,abono orgánico
Kumato,Roquetas de Mar,7370,bueno,abono orgánico
Corazón de buey,Almería,3372,medio,NPK
Kumato,Níjar,6292,medio,abono líquido
Corazón de buey,Roquetas de Mar,4663,bueno,NPK
Raf,Níjar,4677,bueno,abono líquido
Kumato,Roquetas de Mar,3337,malo,abono granulado
Cherry,Adra,7087,bueno,NPK
Raf,Níjar,2288,bueno,NPK
Kumato,Níjar,4081,malo,abono granulado
Corazón de buey,Almería,4286,bueno,abono líquido
Cherry,Adra,3592,medio,NPK
Corazón de buey,Adra,2724,malo,abono líquido
Kumato,Almería,4206,muy bueno,abono foliar
Corazón de buey,Adra,9725,malo,abono foliar
Raf,Almería,5399,malo,abono foliar
Pera,Almería,9538,medio,abono líquido
Kumato,Níjar,8729,malo,abono foliar
Corazón de buey,Roquetas de Mar,9693,muy bueno,abono orgánico
Cherry,Níjar,4239,bueno,NPK
Corazón de buey,El Ejido,4722,malo,abono líquido
Kumato,Roquetas de Mar,8077,malo,abono líquido
Cherry,Adra,7603,malo,abono foliar
Raf,Níjar,3046,muy bueno,abono líquido
Raf,El Ejido,9262,muy bueno,abono orgánico
Corazón de buey,Almería,3572,bueno,NPK
Kumato,Níjar,2901,muy bueno,abono líquido
Pera,Adra,8629,medio,NPK
Kumato,Níjar,6877,muy bueno,abono orgánico
Cherry,Roquetas de Mar,6709,muy bueno,abono líquido
Pera,Níjar,3512,bueno,NPK
Kumato,Adra,7207,muy bueno,NPK
Cherry,Almería,6577,muy bueno,NPK
Kumato,Almería,2874,bueno,abono orgánico
Kumato,Níjar,7787,medio,abono granulado
Raf,Adra,7757,medio,abono foliar
Pera,El Ejido,1140,muy bueno,abono líquido
Corazón de buey,Níjar,6486,malo,abono granulado
Kumato,Roquetas de Mar,5677,medio,NPK
Kumato,Roquetas de Mar,1283,medio,abono líquido
Raf,Adra,6008,bueno,abono orgánico
Raf,Níjar,5992,muy bueno,abono granulado
Pera,Roquetas de Mar,4109,muy bueno,abono orgánico
Kumato,Níjar,9475,bueno,abono líquido
Pera,Adra,2251,medio,NPK
Kumato,Roquetas de Mar,5767,bueno,NPK
Raf,Roquetas de Mar,9176,malo,abono granulado
Kumato,Roquetas de Mar,5632,malo,abono líquido
Kumato,El Ejido,1921,bueno,abono orgánico
Raf,Níjar,5383,malo,abono foliar
Kumato,Níjar,5680,bueno,abono foliar
Kumato,Níjar,3502,bueno,NPK
Corazón de buey,El Ejido,6792,muy bueno,abono orgánico
Kumato,Almería,4323,medio,abono líquido
Raf,Almería,9748,muy bueno,abono foliar
Raf,Adra,5978,malo,abono foliar
Kumato,Almería,7012,bueno,abono granulado
Pera,Adra,7402,bueno,abono granulado
Kumato,Adra,1008,medio,abono granulado
Pera,Adra,8887,medio,abono líquido
Corazón de buey,El Ejido,7490,medio,abono foliar
Kumato,Almería,3768,bueno,abono orgánico
Raf,Níjar,7583,medio,abono orgánico
Cherry,El Ejido,4168,muy bueno,abono foliar
Raf,Níjar,6599,bueno,abono orgánico
Kumato,Almería,3203,bueno,abono foliar
Raf,El Ejido,7945,medio,NPK
Kumato,Níjar,2750,muy bueno,abono líquido
Raf,Roquetas de Mar,8253,muy bueno,abono orgánico
Corazón de buey,El Ejido,8536,malo,abono orgánico
Corazón de buey,Roquetas de Mar,6280,bueno,abono foliar
Corazón de buey,Níjar,4641,medio,abono orgánico
Corazón de buey,Adra,4775,malo,abono líquido
Cherry,Níjar,3060,medio,abono líquido
Corazón de buey,Níjar,2097,malo,abono foliar
Kumato,Roquetas de Mar,6861,muy bueno,abono granulado
Kumato,Almería,5052,malo,abono orgánico
Cherry,Almería,4791,medio,abono foliar
Raf,El Ejido,7700,medio,NPK
Raf,Níjar,1352,medio,abono orgánico
Corazón de buey,Roquetas de Mar,1331,bueno,abono orgánico
Cherry,Roquetas de Mar,8219,bueno,abono foliar
Pera,Adra,9762,muy bueno,abono foliar
Corazón de buey,Almería,1612,medio,NPK
Corazón de buey,Roquetas de Mar,7050,malo,abono foliar
Kumato,Roquetas de Mar,3209,malo,NPK
Cherry,Adra,5909,bueno,NPK
Cherry,Níjar,1069,malo,NPK
Raf,Adra,8140,medio,NPK
Raf,El Ejido,1016,medio,abono orgánico
Raf,Níjar,2119,muy bueno,abono foliar
Pera,El Ejido,2654,medio,abono foliar
Kumato,El Ejido,4338,bueno,NPK
Corazón de buey,Níjar,5864,muy bueno,abono granulado
Kumato,Almería,8362,malo,abono líquido
Raf,Roquetas de Mar,6504,bueno,abono orgánico
Kumato,Roquetas de Mar,5664,medio,abono líquido
Pera,Almería,1969,bueno,abono líquido
Corazón de buey,Almería,1580,malo,abono líquido
Pera,Almería,1456,medio,abono granulado
Kumato,El Ejido,2233,malo,abono orgánico
Kumato,Almería,5351,bueno,abono foliar
Kumato,Almería,9362,malo,abono líquido
Cherry,Almería,6114,muy bueno,abono granulado
Kumato,Almería,1161,muy bueno,NPK
Cherry,El Ejido,5093,malo,NPK
Cherry,Almería,2867,medio,NPK
Raf,Adra,1057,medio,NPK
Cherry,Adra,5441,malo,abono foliar
Kumato,Adra,8045,bueno,abono líquido
Pera,Almería,7397,medio,NPK
Kumato,El Ejido,9664,muy bueno,abono líquido
Raf,Adra,7092,malo,abono foliar
Corazón de buey,Níjar,2181,bueno,abono orgánico
Raf,Roquetas de Mar,8076,muy bueno,NPK
Kumato,Roquetas de Mar,7257,muy bueno,abono foliar
Cherry,Níjar,2482,bueno,abono líquido
Pera,El Ejido,2777,malo,NPK
Kumato,Almería,6487,bueno,abono foliar
Corazón de buey,Almería,7995,bueno,abono foliar
Raf,El Ejido,8185,muy bueno,abono orgánico
Kumato,Níjar,2791,medio,abono orgánico
Cherry,Almería,3861,bueno,NPK
Raf,Almería,9532,malo,abono líquido
Cherry,Almería,7688,malo,abono granulado
Pera,Adra,3335,malo,abono líquido
Cherry,El Ejido,4955,bueno,NPK
Raf,Níjar,7749,muy bueno,abono foliar
Cherry,Níjar,5659,muy bueno,abono foliar
Cherry,Roquetas de Mar,9034,muy bueno,abono granulado
Pera,El Ejido,3913,bueno,abono orgánico
Raf,Níjar,8104,medio,NPK
Cherry,Roquetas de Mar,9905,medio,abono foliar
Pera,El Ejido,8477,medio,abono orgánico
Cherry,El Ejido,6407,medio,abono líquido
Corazón de buey,Roquetas de Mar,8368,medio,abono líquido
Corazón de buey,Adra,8930,malo,NPK
Raf,Roquetas de Mar,9672,muy bueno,abono orgánico
Corazón de buey,Roquetas de Mar,9906,medio,abono líquido
Corazón de buey,Níjar,3339,malo,abono orgánico
Corazón de buey,Roquetas de Mar,4765,malo,abono granulado
Pera,Adra,1536,muy bueno,abono orgánico
Cherry,Almería,6897,bueno,abono foliar
Cherry,Roquetas de Mar,6539,malo,abono granulado
Cherry,Níjar,8663,medio,NPK
Kumato,Almería,3908,muy bueno,abono líquido
Kumato,Almería,3372,bueno,NPK
Pera,Almería,1010,malo,abono granulado
Pera,Adra,3884,bueno,abono granulado
Pera,Adra,9722,muy bueno,abono líquido
Corazón de buey,El Ejido,5644,muy bueno,abono orgánico
Corazón de buey,Adra,7881,medio,abono líquido
Kumato,Níjar,7149,bueno,abono líquido
Raf,El Ejido,8069,muy bueno,NPK
Cherry,Adra,7394,medio,abono granulado
Pera,Almería,2406,muy bueno,NPK
Pera,Roquetas de Mar,5903,medio,abono orgánico
Raf,Níjar,3829,bueno,abono orgánico
Corazón de buey,Almería,4110,bueno,abono granulado
Kumato,El Ejido,6883,malo,abono granulado
Pera,Adra,9192,muy bueno,abono líquido
Corazón de buey,Adra,2636,medio,abono foliar
Pera,Adra,3237,bueno,abono foliar
Corazón de buey,Roquetas de Mar,8751,bueno,abono orgánico
Cherry,Roquetas de Mar,4759,bueno,abono líquido
Corazón de buey,Roquetas de Mar,9712,bueno,abono granulado
Cherry,Níjar,3420,malo,abono foliar
Cherry,Níjar,4474,bueno,abono orgánico
