tipo,ubicacion,tamano,rendimiento,fertilizante
Pera,Nijar,6702,muy bueno,abono granulado
Cherry,El Ejido,2908,malo,abono granulado
Kumato,Adra,3180,muy bueno,abono foliar
Raf,Adra,3851,bueno,abono organico
Cherry,Roquetas de Mar,8605,medio,abono liquido
Kumato,Nijar,8894,medio,abono organico
Pera,El Ejido,6537,bueno,abono liquido
Raf,Almeria,3744,muy bueno,abono foliar
Corazon de buey,Roquetas de Mar,1071,medio,abono liquido
Kumato,El Ejido,4209,malo,abono granulado
Cherry,Nijar,7168,muy bueno,abono liquido
Corazon de buey,Almeria,1402,malo,abono foliar
Corazon de buey,Adra,9572,bueno,abono organico
Corazon de buey,Nijar,9109,medio,abono foliar
Raf,Roquetas de Mar,8724,malo,abono granulado
Cherry,Almeria,6547,muy bueno,abono liquido
Raf,Almeria,7135,bueno,NPK
Raf,Roquetas de Mar,5197,malo,abono granulado
Kumato,El Ejido,6062,bueno,abono organico
Corazon de buey,El Ejido,3194,malo,NPK
Cherry,Almeria,9448,bueno,abono granulado
Raf,Nijar,2799,medio,abono organico
Pera,Almeria,6394,medio,abono foliar
Raf,Almeria,3413,muy bueno,NPK
Kumato,Roquetas de Mar,4833,medio,abono organico
Corazon de buey,El Ejido,6227,bueno,abono foliar
Kumato,Almeria,8905,muy bueno,NPK
Cherry,Nijar,8673,muy bueno,abono foliar
Kumato,El Ejido,8366,bueno,abono organico
Kumato,El Ejido,4024,malo,abono foliar
Kumato,Adra,7738,muy bueno,abono granulado
Corazon de buey,Nijar,8958,malo,abono foliar
Pera,Roquetas de Mar,1274,medio,abono organico
Pera,Almeria,4904,malo,abono granulado
Raf,Nijar,8572,malo,abono organico
Pera,Almeria,3102,bueno,abono granulado
Cherry,Roquetas de Mar,4670,muy bueno,NPK
Pera,Roquetas de Mar,6598,malo,NPK
Kumato,Nijar,5731,malo,abono granulado
Pera,El Ejido,2581,muy bueno,abono foliar
Corazon de buey,Nijar,4395,medio,abono granulado
Raf,Roquetas de Mar,4417,bueno,abono liquido
Corazon de buey,Nijar,9564,muy bueno,abono foliar
Kumato,El Ejido,2347,malo,NPK
Corazon de buey,El Ejido,3941,malo,abono foliar
Cherry,El Ejido,5560,bueno,abono granulado
Raf,El Ejido,5460,malo,abono foliar
Raf,Roquetas de Mar,2899,medio,abono liquido
Cherry,Almeria,3745,malo,abono liquido
Corazon de buey,Almeria,4385,malo,abono granulado
Kumato,Almeria,6051,malo,abono foliar
Pera,Almeria,4006,malo,abono foliar
Corazon de buey,El Ejido,7857,bueno,abono liquido
Corazon de buey,Adra,9411,bueno,NPK
Pera,Roquetas de Mar,4194,malo,abono liquido
Cherry,Nijar,4328,medio,abono granulado
Corazon de buey,Roquetas de Mar,8379,malo,abono organico
Corazon de buey,Roquetas de Mar,3046,bueno,abono granulado
Corazon de buey,Almeria,2712,bueno,NPK
Corazon de buey,Nijar,5095,malo,abono foliar
Cherry,Almeria,6312,medio,abono organico
Raf,Almeria,8028,medio,abono foliar
Pera,Roquetas de Mar,7906,bueno,abono liquido
Cherry,Roquetas de Mar,3491,medio,NPK
Raf,El Ejido,5988,bueno,abono foliar
Raf,Roquetas de Mar,3399,bueno,abono foliar
Cherry,Nijar,1366,bueno,abono granulado
Kumato,El Ejido,9988,medio,abono foliar
Cherry,Nijar,1557,muy bueno,abono foliar
Kumato,El Ejido,7005,malo,abono foliar
Corazon de buey,Roquetas de Mar,7983,medio,abono granulado
Cherry,El Ejido,8626,medio,abono organico
Corazon de buey,El Ejido,2167,malo,abono liquido
Kumato,Almeria,6565,muy bueno,NPK
Corazon de buey,Roquetas de Mar,9384,malo,NPK
Pera,Roquetas de Mar,3536,muy bueno,abono foliar
Cherry,Almeria,7879,medio,abono foliar
Raf,El Ejido,8973,medio,abono granulado
Corazon de buey,Nijar,5312,muy bueno,abono foliar
Raf,Nijar,1454,bueno,abono liquido
Raf,Adra,1829,bueno,abono granulado
Raf,Nijar,4665,bueno,abono foliar
Corazon de buey,Almeria,4126,bueno,abono organico
Cherry,Almeria,8641,bueno,NPK
Raf,Nijar,4262,bueno,abono granulado
Pera,El Ejido,4217,bueno,abono granulado
Pera,El Ejido,7014,malo,abono organico
Cherry,Nijar,3328,bueno,abono liquido
Raf,Adra,6413,malo,abono liquido
Corazon de buey,El Ejido,9983,muy bueno,abono organico
Corazon de buey,Adra,6070,medio,NPK
Cherry,El Ejido,4963,muy bueno,abono liquido
Corazon de buey,Adra,6386,malo,abono granulado
Pera,Adra,8623,medio,abono liquido
Kumato,Adra,4927,muy bueno,abono foliar
Kumato,El Ejido,7404,medio,abono liquido
Raf,Roquetas de Mar,4069,medio,abono organico
Cherry,Nijar,3424,malo,abono liquido
Corazon de buey,Adra,1529,bueno,abono organico
Cherry,Roquetas de Mar,6485,muy bueno,abono granulado
Kumato,El Ejido,8776,muy bueno,NPK
Cherry,Roquetas de Mar,5895,muy bueno,abono granulado
Raf,El Ejido,4298,medio,abono organico
Raf,Adra,6791,malo,abono organico
Corazon de buey,El Ejido,5463,malo,abono organico
Kumato,Nijar,1633,medio,abono granulado
Kumato,Adra,7163,medio,abono liquido
Pera,Roquetas de Mar,3438,muy bueno,abono organico
Corazon de buey,Roquetas de Mar,6816,bueno,abono organico
Corazon de buey,Almeria,2940,bueno,abono liquido
Corazon de buey,Adra,3162,bueno,abono organico
Corazon de buey,Adra,2720,muy bueno,abono organico
Cherry,Adra,3483,malo,abono liquido
Corazon de buey,Nijar,6609,medio,abono liquido
Raf,Adra,8545,muy bueno,abono organico
Raf,Nijar,9650,bueno,abono organico
Corazon de buey,El Ejido,4175,muy bueno,abono liquido
Raf,Roquetas de Mar,6942,bueno,NPK
Corazon de buey,Adra,9582,muy bueno,abono organico
Kumato,Nijar,8404,medio,abono organico
Raf,Adra,5441,malo,abono granulado
Cherry,Roquetas de Mar,8978,bueno,abono organico
Kumato,Roquetas de Mar,7081,medio,abono liquido
Corazon de buey,El Ejido,9220,bueno,abono foliar
Cherry,El Ejido,2178,medio,abono organico
Kumato,El Ejido,3697,bueno,abono foliar
Raf,El Ejido,4780,medio,abono foliar
Pera,Adra,7127,medio,abono granulado
Raf,Adra,5301,medio,abono organico
Raf,Adra,6777,medio,abono foliar
Raf,Almeria,8976,muy bueno,abono granulado
Pera,Almeria,9205,bueno,abono liquido
Pera,Adra,3993,medio,abono organico
Corazon de buey,El Ejido,5917,medio,abono liquido
Raf,Adra,7358,bueno,abono foliar
Kumato,El Ejido,8324,bueno,abono liquido
Kumato,Adra,4350,malo,abono foliar
Corazon de buey,El Ejido,8681,malo,NPK
Raf,Roquetas de Mar,2594,malo,NPK
Corazon de buey,El Ejido,3205,medio,abono foliar
Raf,Roquetas de Mar,3814,muy bueno,abono liquido
Pera,Adra,5718,medio,abono organico
Raf,Adra,2377,bueno,abono foliar
Kumato,Nijar,3299,muy bueno,abono liquido
Corazon de buey,Roquetas de Mar,4201,medio,abono liquido
Raf,Almeria,2512,muy bueno,NPK
Corazon de buey,Almeria,9653,muy bueno,abono foliar
Pera,Almeria,5163,medio,abono foliar
Cherry,Roquetas de Mar,2657,medio,abono foliar
Raf,Nijar,8988,muy bueno,abono organico
Kumato,Roquetas de Mar,4744,malo,abono liquido
Raf,Nijar,7203,medio,abono foliar
Kumato,El Ejido,8488,malo,abono foliar
Cherry,Adra,2505,bueno,abono granulado
Pera,Nijar,1282,bueno,NPK
Corazon de buey,El Ejido,5515,muy bueno,abono organico
Pera,Adra,3998,bueno,abono organico
Kumato,Almeria,7856,malo,abono granulado
Raf,Nijar,9003,medio,abono foliar
Pera,Adra,2283,malo,abono foliar
Raf,Roquetas de Mar,1246,medio,abono liquido
Pera,Roquetas de Mar,6116,muy bueno,NPK
Corazon de buey,Roquetas de Mar,7572,muy bueno,NPK
Kumato,Adra,6475,bueno,abono granulado
Pera,Nijar,2588,medio,abono organico
Kumato,Adra,9952,bueno,abono liquido
Cherry,Adra,4999,medio,abono liquido
Raf,El Ejido,5420,bueno,NPK
Kumato,Almeria,6653,bueno,abono granulado
Pera,Nijar,7497,medio,NPK
Raf,Adra,4761,malo,abono foliar
Pera,Adra,2439,bueno,abono granulado
Pera,El Ejido,5447,bueno,abono foliar
Kumato,Almeria,7514,muy bueno,NPK
Raf,El Ejido,6005,medio,abono organico
Pera,Adra,8096,medio,abono organico
Pera,El Ejido,2144,muy bueno,abono liquido
Kumato,Almeria,3738,muy bueno,abono foliar
Pera,Nijar,8600,muy bueno,abono foliar
Kumato,Nijar,1241,muy bueno,abono liquido
Raf,Roquetas de Mar,7233,malo,abono organico
Kumato,Nijar,5447,medio,abono foliar
Pera,Adra,1910,malo,abono foliar
Pera,Adra,5036,medio,abono organico
Raf,El Ejido,8430,malo,abono liquido
Cherry,El Ejido,4089,bueno,abono organico
Kumato,Nijar,9615,medio,abono foliar
Kumato,Almeria,6954,medio,abono liquido
Cherry,Almeria,8865,muy bueno,abono organico
Raf,Adra,1042,medio,NPK
Pera,Almeria,4932,medio,abono liquido
Raf,Nijar,2176,muy bueno,abono foliar
Pera,El Ejido,3134,malo,abono foliar
Cherry,El Ejido,3143,muy bueno,abono liquido
Cherry,Almeria,3911,muy bueno,abono liquido
Corazon de buey,Almeria,7099,malo,abono foliar
Pera,Roquetas de Mar,8802,bueno,abono foliar
Kumato,Adra,8430,malo,abono liquido
Cherry,Almeria,1899,muy bueno,abono organico
Pera,Almeria,7406,bueno,abono foliar
Cherry,Nijar,1674,malo,NPK
Corazon de buey,El Ejido,9444,malo,abono liquido
Kumato,El Ejido,4911,muy bueno,abono foliar
Kumato,Adra,3145,muy bueno,abono granulado
Raf,El Ejido,7255,malo,abono liquido
Cherry,Adra,8004,malo,NPK
Pera,Roquetas de Mar,9509,bueno,abono granulado
Corazon de buey,Roquetas de Mar,7678,malo,abono foliar
Corazon de buey,El Ejido,4763,medio,abono foliar
Cherry,El Ejido,6796,muy bueno,abono foliar
Raf,Nijar,8022,malo,abono granulado
Kumato,Adra,5490,malo,NPK
Kumato,Roquetas de Mar,1424,medio,abono foliar
Kumato,Adra,8350,bueno,abono foliar
Kumato,Roquetas de Mar,2963,medio,abono organico
Pera,Roquetas de Mar,6165,malo,abono liquido
Corazon de buey,Roquetas de Mar,2190,medio,NPK
Pera,El Ejido,5313,bueno,abono foliar
Pera,Adra,1049,medio,NPK
Raf,Adra,5193,muy bueno,abono organico
Cherry,El Ejido,6429,malo,abono granulado
Cherry,El Ejido,9547,medio,NPK
Raf,Roquetas de Mar,6932,muy bueno,abono granulado
Pera,Roquetas de Mar,3644,bueno,abono granulado
Pera,Roquetas de Mar,5038,medio,abono organico
Pera,Almeria,4225,medio,abono foliar
Corazon de buey,Roquetas de Mar,8678,bueno,abono granulado
Cherry,Almeria,5063,malo,NPK
Kumato,Roquetas de Mar,8164,malo,NPK
Pera,El Ejido,6989,muy bueno,NPK
Kumato,Roquetas de Mar,5260,malo,abono organico
Kumato,Roquetas de Mar,9941,bueno,abono foliar
Pera,Roquetas de Mar,6447,bueno,NPK
Kumato,Almeria,8775,muy bueno,abono foliar
Kumato,Adra,5318,muy bueno,abono granulado
Raf,Nijar,2495,bueno,abono foliar
Kumato,Roquetas de Mar,5833,medio,abono granulado
Corazon de buey,Almeria,5079,muy bueno,abono organico
Raf,Adra,2185,medio,abono granulado
Raf,Adra,9880,muy bueno,abono liquido
Raf,Nijar,2895,muy bueno,abono granulado
Raf,Adra,2685,muy bueno,abono liquido
Kumato,Nijar,4075,malo,NPK
Corazon de buey,Roquetas de Mar,3960,medio,NPK
Raf,Almeria,9869,muy bueno,abono liquido
Corazon de buey,Almeria,2491,medio,abono organico
Cherry,Adra,7158,bueno,abono organico
Kumato,Almeria,7679,muy bueno,abono granulado
Kumato,Almeria,4281,bueno,abono foliar
Kumato,Almeria,5569,muy bueno,abono foliar
Cherry,Almeria,7228,medio,abono foliar
Cherry,Roquetas de Mar,2139,medio,abono organico
Corazon de buey,Nijar,9153,medio,abono liquido
Raf,Roquetas de Mar,3107,medio,abono granulado
Raf,Nijar,6451,malo,abono liquido
Raf,El Ejido,4621,bueno,abono organico
Pera,Roquetas de Mar,7048,malo,abono organico
Raf,El Ejido,9953,malo,NPK
Pera,El Ejido,5503,medio,abono foliar
Corazon de buey,Roquetas de Mar,7198,medio,NPK
Pera,Nijar,3230,medio,abono foliar
Corazon de buey,Nijar,8019,bueno,abono liquido
Kumato,Nijar,1666,medio,abono foliar
Kumato,Nijar,1011,medio,abono granulado
Cherry,Roquetas de Mar,5420,malo,abono organico
Pera,El Ejido,4238,medio,abono liquido
Pera,Roquetas de Mar,5132,medio,abono organico
Pera,Nijar,1381,muy bueno,NPK
Cherry,Roquetas de Mar,7448,malo,abono foliar
Kumato,Nijar,5447,medio,abono organico
Pera,El Ejido,1421,muy bueno,abono organico
Corazon de buey,Adra,2818,medio,abono liquido
Corazon de buey,El Ejido,7227,medio,abono foliar
Raf,El Ejido,6468,malo,abono liquido
Raf,Adra,3184,medio,abono foliar
Cherry,Adra,3106,muy bueno,abono granulado
Corazon de buey,Adra,9306,malo,NPK
Cherry,El Ejido,5851,muy bueno,abono liquido
Cherry,Nijar,4303,malo,abono liquido
Kumato,El Ejido,8065,muy bueno,NPK
Corazon de buey,Roquetas de Mar,2483,bueno,abono organico
Raf,Roquetas de Mar,7864,bueno,abono foliar
Pera,Adra,1042,bueno,abono liquido
Cherry,Almeria,5193,malo,abono liquido
Corazon de buey,Roquetas de Mar,1571,bueno,abono liquido
Pera,Almeria,2582,malo,abono liquido
Cherry,Adra,5849,malo,abono foliar
Corazon de buey,Roquetas de Mar,8902,bueno,abono foliar
Kumato,El Ejido,9516,bueno,abono granulado
Pera,El Ejido,4122,muy bueno,abono granulado
Cherry,El Ejido,2287,medio,abono granulado
Pera,Roquetas de Mar,2333,muy bueno,abono organico
Raf,Almeria,9068,medio,abono foliar
Kumato,Adra,2597,muy bueno,abono granulado
Corazon de buey,Almeria,7351,bueno,abono foliar
Corazon de buey,Roquetas de Mar,7555,malo,NPK
Corazon de buey,Nijar,2107,muy bueno,abono organico
Pera,Adra,9981,malo,NPK
Corazon de buey,El Ejido,5468,muy bueno,abono organico
Kumato,Nijar,7064,malo,NPK
Kumato,Nijar,3682,malo,abono liquido
Kumato,Roquetas de Mar,3958,medio,NPK
Corazon de buey,Adra,5152,malo,abono granulado
Cherry,Nijar,6656,muy bueno,abono foliar
Corazon de buey,Adra,2124,bueno,NPK
Pera,Roquetas de Mar,3058,muy bueno,abono granulado
Raf,Adra,8094,muy bueno,abono liquido
Raf,Adra,8643,malo,abono liquido
Raf,Nijar,3832,medio,abono granulado
Raf,Roquetas de Mar,9791,medio,abono foliar
Cherry,Roquetas de Mar,8985,bueno,abono foliar
Pera,El Ejido,3005,muy bueno,abono granulado
Pera,Nijar,9400,malo,abono granulado
Pera,Nijar,3878,muy bueno,abono liquido
Cherry,Almeria,6643,malo,abono liquido
Kumato,Roquetas de Mar,9117,malo,abono granulado
Pera,Nijar,2368,medio,abono organico
Corazon de buey,Almeria,5918,muy bueno,NPK
Pera,Almeria,7143,malo,NPK
Cherry,Roquetas de Mar,3286,malo,abono liquido
Pera,Almeria,5868,bueno,abono granulado
Raf,Nijar,8076,muy bueno,abono organico
Corazon de buey,Roquetas de Mar,7156,bueno,abono organico
Kumato,Adra,6778,bueno,abono foliar
Corazon de buey,Nijar,5085,muy bueno,abono granulado
Corazon de buey,Adra,1468,bueno,NPK
Kumato,Adra,4737,malo,abono granulado
Raf,Nijar,7924,muy bueno,abono liquido
Pera,Nijar,1283,malo,abono granulado
Kumato,Almeria,1527,malo,abono foliar
Cherry,Nijar,9254,malo,NPK
Corazon de buey,Adra,8043,muy bueno,abono organico
Kumato,Almeria,5220,muy bueno,abono organico
Cherry,Roquetas de Mar,5567,medio,abono granulado
Kumato,Adra,5675,muy bueno,NPK
Cherry,Nijar,6908,muy bueno,abono liquido
Corazon de buey,El Ejido,3992,medio,abono organico
Corazon de buey,Adra,1720,bueno,abono foliar
Pera,El Ejido,9466,bueno,abono organico
Cherry,Adra,3990,malo,abono foliar
Kumato,Roquetas de Mar,7900,malo,abono foliar
Cherry,El Ejido,9985,muy bueno,NPK
Cherry,Adra,4130,bueno,abono granulado
Corazon de buey,El Ejido,4487,muy bueno,abono liquido
Pera,Roquetas de Mar,1016,malo,abono foliar
Cherry,El Ejido,8758,malo,abono foliar
Kumato,Almeria,1699,medio,abono foliar
Corazon de buey,Roquetas de Mar,9778,medio,abono foliar
Raf,Roquetas de Mar,3840,medio,abono organico
Corazon de buey,Nijar,8566,bueno,abono liquido
Corazon de buey,Adra,8560,malo,abono organico
Corazon de buey,Almeria,7890,malo,NPK
Cherry,Nijar,4157,bueno,abono organico
Raf,Almeria,3704,malo,abono granulado
Raf,Almeria,8022,malo,NPK
Kumato,Almeria,5660,bueno,NPK
Corazon de buey,Almeria,7664,medio,abono liquido
Kumato,El Ejido,2551,medio,abono granulado
Cherry,Roquetas de Mar,1470,malo,abono organico
Corazon de buey,Roquetas de Mar,9105,muy bueno,abono foliar
Raf,Adra,3393,muy bueno,abono foliar
Raf,Roquetas de Mar,4075,muy bueno,abono granulado
Pera,Nijar,5141,bueno,abono foliar
Corazon de buey,Nijar,1632,muy bueno,abono organico
Kumato,Roquetas de Mar,6457,medio,abono organico
Raf,Almeria,8347,muy bueno,abono granulado
Cherry,El Ejido,2376,muy bueno,NPK
Kumato,Nijar,4102,medio,abono liquido
Raf,Nijar,6298,muy bueno,abono liquido
Kumato,Adra,4230,malo,abono liquido
Raf,El Ejido,6198,medio,abono organico
Corazon de buey,Adra,8943,bueno,abono granulado
Corazon de buey,Nijar,4088,muy bueno,NPK
Corazon de buey,Adra,8923,bueno,abono granulado
Kumato,Adra,1924,medio,abono liquido
Raf,Nijar,1261,muy bueno,abono granulado
Cherry,Adra,8066,medio,NPK
Corazon de buey,Roquetas de Mar,3180,malo,NPK
Corazon de buey,Almeria,8710,bueno,abono granulado
Corazon de buey,El Ejido,5784,muy bueno,abono foliar
Pera,Almeria,9634,malo,abono granulado
Pera,Almeria,4852,malo,NPK
Raf,El Ejido,6398,malo,abono liquido
Corazon de buey,Adra,3536,muy bueno,NPK
Raf,Adra,8773,muy bueno,NPK
Cherry,El Ejido,6075,muy bueno,abono organico
Pera,Roquetas de Mar,6860,malo,NPK
Corazon de buey,Roquetas de Mar,2771,malo,abono organico
Cherry,Roquetas de Mar,2438,medio,abono liquido
Pera,Roquetas de Mar,9636,muy bueno,abono granulado
Raf,Almeria,7189,medio,NPK
Raf,El Ejido,9883,muy bueno,NPK
Cherry,Roquetas de Mar,8286,muy bueno,abono liquido
Pera,Roquetas de Mar,1389,malo,abono foliar
Cherry,El Ejido,1270,medio,abono foliar
Kumato,El Ejido,2418,medio,abono organico
Corazon de buey,El Ejido,7259,bueno,abono granulado
Cherry,Roquetas de Mar,4626,medio,NPK
Raf,Almeria,2193,medio,abono organico
Cherry,Nijar,2515,medio,abono granulado
Raf,Adra,6242,muy bueno,abono granulado
Pera,El Ejido,3333,muy bueno,abono granulado
Cherry,Nijar,7196,malo,abono granulado
Pera,Roquetas de Mar,7593,malo,abono liquido
Cherry,El Ejido,3690,medio,abono granulado
Cherry,Adra,9286,medio,NPK
Raf,Adra,6870,muy bueno,NPK
Cherry,Almeria,9365,medio,abono foliar
Cherry,Roquetas de Mar,6278,muy bueno,NPK
Cherry,Nijar,5317,malo,abono organico
Kumato,El Ejido,5773,muy bueno,abono granulado
Corazon de buey,Nijar,1092,malo,abono liquido
Raf,Roquetas de Mar,6958,muy bueno,NPK
Raf,Nijar,2956,malo,abono organico
Raf,El Ejido,7800,muy bueno,NPK
Pera,Adra,1284,muy bueno,NPK
Kumato,Almeria,8525,medio,abono granulado
Raf,Adra,2925,bueno,NPK
Pera,Almeria,8380,malo,NPK
Raf,Almeria,8644,bueno,abono organico
Cherry,Almeria,2305,bueno,abono granulado
Cherry,El Ejido,8939,medio,abono granulado
Cherry,Almeria,3512,muy bueno,abono granulado
Pera,Nijar,9009,medio,abono organico
Pera,Nijar,2816,malo,abono liquido
Raf,Roquetas de Mar,7006,malo,abono liquido
Cherry,El Ejido,6119,muy bueno,abono granulado
Kumato,Roquetas de Mar,3088,muy bueno,abono organico
Raf,Nijar,2219,medio,abono foliar
Raf,Roquetas de Mar,9510,medio,abono granulado
Cherry,Almeria,8799,malo,abono organico
Pera,El Ejido,6524,bueno,abono foliar
Pera,Nijar,5468,muy bueno,abono liquido
Corazon de buey,Adra,3055,bueno,abono foliar
Cherry,Nijar,1037,medio,NPK
Raf,Nijar,7415,malo,abono liquido
Cherry,Adra,3796,bueno,NPK
Corazon de buey,Roquetas de Mar,3191,malo,abono liquido
Kumato,Adra,7047,muy bueno,NPK
Pera,Roquetas de Mar,4091,malo,abono foliar
Corazon de buey,Nijar,2699,muy bueno,abono granulado
Pera,Almeria,7944,bueno,abono granulado
Cherry,Roquetas de Mar,6840,bueno,abono granulado
Cherry,Almeria,6914,bueno,NPK
Cherry,Roquetas de Mar,6214,medio,abono organico
Pera,Roquetas de Mar,1876,bueno,abono liquido
Raf,Almeria,3058,malo,abono foliar
Kumato,Adra,1021,malo,abono liquido
Pera,Nijar,2810,malo,abono organico
Pera,Almeria,7504,malo,abono liquido
Pera,Almeria,1627,bueno,abono organico
Kumato,Nijar,9258,malo,abono granulado
Pera,Nijar,4677,malo,abono foliar
Cherry,Nijar,6566,muy bueno,abono organico
Corazon de buey,Roquetas de Mar,3711,bueno,abono liquido
Raf,Adra,2000,muy bueno,NPK
Corazon de buey,Almeria,6528,bueno,abono liquido
Cherry,Nijar,4892,muy bueno,abono liquido
Cherry,Adra,1726,bueno,abono organico
Raf,Roquetas de Mar,7073,medio,abono foliar
Kumato,Almeria,4676,medio,NPK
Corazon de buey,Adra,7034,bueno,abono organico
Cherry,Roquetas de Mar,7250,medio,abono organico
Kumato,Adra,4158,bueno,abono liquido
Kumato,Adra,7625,malo,abono granulado
Kumato,Nijar,2493,muy bueno,abono foliar
Corazon de buey,Adra,1134,malo,abono granulado
Pera,Roquetas de Mar,3284,medio,NPK
Raf,Nijar,8803,bueno,abono organico
Pera,Roquetas de Mar,6804,medio,NPK
Raf,Roquetas de Mar,8215,malo,abono granulado
Raf,Nijar,9276,muy bueno,abono liquido
Pera,Nijar,5046,medio,abono foliar
Raf,Nijar,4022,malo,abono liquido
Kumato,Almeria,9744,muy bueno,abono organico
Raf,Adra,7402,bueno,abono liquido
Kumato,Adra,2514,malo,abono granulado
Corazon de buey,Nijar,7593,malo,NPK
Corazon de buey,Roquetas de Mar,9459,bueno,abono granulado
Kumato,Roquetas de Mar,1520,medio,abono liquido
Pera,Roquetas de Mar,4198,medio,abono organico
Pera,Adra,3359,bueno,abono organico
Corazon de buey,Adra,4567,medio,NPK
Pera,Roquetas de Mar,8633,malo,abono liquido
Raf,Nijar,8409,muy bueno,abono organico
Raf,Almeria,7600,medio,abono granulado
Cherry,Roquetas de Mar,6504,medio,abono liquido
Cherry,Nijar,1040,bueno,abono granulado
Kumato,Almeria,1472,muy bueno,abono foliar
Raf,El Ejido,6162,muy bueno,abono liquido
Pera,El Ejido,7486,muy bueno,abono foliar
Kumato,Roquetas de Mar,4673,malo,abono foliar
Kumato,Roquetas de Mar,3519,malo,abono granulado
Cherry,Adra,1690,malo,abono granulado
Corazon de buey,Adra,2676,malo,abono organico
Pera,Adra,7356,malo,abono organico
Kumato,Almeria,5077,medio,NPK
Pera,Almeria,2986,muy bueno,abono liquido
Cherry,Adra,3407,bueno,abono granulado
Cherry,Nijar,2543,muy bueno,NPK
Pera,Roquetas de Mar,2129,bueno,abono organico
Pera,Almeria,3817,bueno,abono organico
Raf,Almeria,2958,muy bueno,abono organico
Pera,Almeria,4948,medio,abono liquido
Corazon de buey,El Ejido,5418,muy bueno,NPK
Pera,Roquetas de Mar,5641,muy bueno,NPK
Raf,Adra,5688,bueno,abono organico
Pera,El Ejido,1278,bueno,abono foliar
Kumato,El Ejido,5094,medio,abono foliar
Cherry,Roquetas de Mar,3544,bueno,NPK
Kumato,Nijar,8307,muy bueno,NPK
Cherry,Nijar,8003,medio,abono liquido
Cherry,Almeria,4224,malo,abono foliar
Raf,El Ejido,7761,bueno,abono foliar
Corazon de buey,Nijar,8287,medio,abono granulado
Corazon de buey,Adra,5771,bueno,abono foliar
Cherry,Almeria,3863,muy bueno,abono organico
Cherry,Almeria,3610,bueno,abono organico
Raf,Roquetas de Mar,2304,malo,abono organico
Cherry,Adra,7188,malo,NPK
Corazon de buey,Roquetas de Mar,4074,medio,abono foliar
Raf,El Ejido,1207,bueno,abono organico
Corazon de buey,Adra,1729,bueno,abono foliar
Pera,El Ejido,1521,muy bueno,abono foliar
Pera,Nijar,9953,bueno,abono foliar
Corazon de buey,Roquetas de Mar,5012,muy bueno,abono foliar
Pera,Nijar,8367,bueno,abono granulado
Raf,Roquetas de Mar,6621,malo,abono foliar
Corazon de buey,Almeria,3692,muy bueno,NPK
Cherry,Adra,7567,medio,NPK
Cherry,Roquetas de Mar,9030,malo,abono granulado
Cherry,El Ejido,3618,muy bueno,abono granulado
Corazon de buey,Roquetas de Mar,2670,malo,abono granulado
Corazon de buey,Roquetas de Mar,6485,muy bueno,NPK
Corazon de buey,Roquetas de Mar,7854,malo,abono liquido
Pera,Roquetas de Mar,9985,malo,abono granulado
Pera,El Ejido,8283,bueno,abono granulado
Cherry,Roquetas de Mar,9630,bueno,abono liquido
Pera,Roquetas de Mar,8110,malo,abono granulado
Pera,Roquetas de Mar,4800,malo,abono granulado
Raf,Roquetas de Mar,2657,muy bueno,abono liquido
Corazon de buey,Nijar,9943,muy bueno,abono liquido
Corazon de buey,Almeria,4117,malo,NPK
Raf,El Ejido,2323,bueno,abono foliar
Kumato,El Ejido,3997,muy bueno,abono granulado
Pera,Roquetas de Mar,8775,muy bueno,abono organico
Kumato,Roquetas de Mar,3473,malo,abono liquido
Cherry,Adra,7205,medio,abono foliar
Cherry,Almeria,7929,muy bueno,NPK
Cherry,El Ejido,5181,bueno,abono organico
Raf,El Ejido,7197,muy bueno,abono foliar
Corazon de buey,Roquetas de Mar,7764,muy bueno,abono foliar
Kumato,El Ejido,5097,bueno,NPK
Raf,Roquetas de Mar,9561,medio,abono liquido
Cherry,Nijar,3774,muy bueno,abono granulado
Cherry,Roquetas de Mar,1363,muy bueno,NPK
Raf,Roquetas de Mar,5699,bueno,NPK
Cherry,Roquetas de Mar,2070,bueno,abono foliar
Corazon de buey,Nijar,5782,malo,abono granulado
Cherry,Nijar,9433,medio,abono foliar
Cherry,Nijar,7423,medio,abono foliar
Pera,Adra,8140,malo,NPK
Pera,Nijar,6733,malo,NPK
Cherry,Adra,6251,medio,abono liquido
Pera,Almeria,5689,malo,abono foliar
Raf,Nijar,3527,muy bueno,abono foliar
Corazon de buey,Roquetas de Mar,5073,muy bueno,abono organico
Cherry,Adra,1526,muy bueno,NPK
Corazon de buey,Almeria,9973,muy bueno,abono liquido
Kumato,Nijar,5326,muy bueno,NPK
Cherry,Nijar,9956,medio,abono foliar
Raf,Almeria,1812,muy bueno,abono organico
Kumato,El Ejido,9658,medio,NPK
Pera,Adra,2775,medio,abono granulado
Corazon de buey,Nijar,6154,malo,abono liquido
Pera,Roquetas de Mar,6096,medio,NPK
Raf,El Ejido,7399,medio,abono liquido
Pera,Roquetas de Mar,1293,bueno,abono liquido
Kumato,Almeria,3310,malo,abono granulado
Raf,Almeria,4059,medio,abono granulado
Cherry,El Ejido,4904,malo,NPK
Raf,Adra,3592,medio,abono liquido
Kumato,Adra,7563,malo,abono granulado
Pera,Almeria,3742,muy bueno,abono foliar
Pera,Roquetas de Mar,9258,malo,abono liquido
Kumato,El Ejido,7209,muy bueno,abono organico
